application_uid,authority_name,reference,planning_decision,n_docs_used,total_chars,used_refusal_section,mentions_heat_pump,n_labels,labels
24/00585/HFUL,South Cambridgeshire,,Withdrawn,3,12431,False,True,4,noise; design_scale_siting; neighbour_amenity; flat_apartment
24/00591/FULHH,Chorley,,Application Withdrawn,8,28469,False,True,4,noise; policy_general; highways; biodiversity
24/00614/HFUL,Cambridge,,Withdrawn,4,10514,False,True,2,design_scale_siting; flat_apartment
24/00784/PA,Tonbridge,,Application Withdrawn,1,498,False,True,0,
24/00814/FUL,Oxford,,Application Withdrawn,4,21725,False,True,6,noise; design_scale_siting; neighbour_amenity; trees_landscaping; flood_drainage; biodiversity
24/00859/PA,Tonbridge,,Application Withdrawn,2,13965,False,True,3,noise; permitted_development; neighbour_amenity
24/00861/FULLS,Test Valley,,WITHDRAWN,1,1758,False,True,0,
24/00971/FUL,Oxford,,Application Withdrawn,5,548072,False,True,9,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; flat_apartment
24/00993/FUL,Oxford,,Application Withdrawn,5,35280,False,True,7,visual_amenity; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; trees_landscaping; flood_drainage
24/01011/VAR,East Riding,,Withdrawn,1,6946,False,True,4,visual_amenity; noise; heritage_listed; design_scale_siting
24/01016/DOM,Chichester,,WITHDRAWN,6,57157,False,True,4,visual_amenity; design_scale_siting; flood_drainage; biodiversity
24/01026/HSE,Bassetlaw,,Withdrawn,1,783,False,True,0,
24/01028/FUL,Oxford,,Application Withdrawn,5,72512,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; trees_landscaping
24/01040/DOM,Chichester,,WITHDRAWN,6,19687,False,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage
24/01104/FUL,Croydon,,Withdrawn application,7,94635,False,True,4,visual_amenity; noise; design_scale_siting; flat_apartment
24/01125/FUL,Dartford,,Application Withdrawn,2,228,False,False,0,
24/01157/FUL,Oxford,,Application Withdrawn,8,542308,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
24/0118/CES,Surrey Heath,,Withdrawn,2,41073,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; greenbelt; flat_apartment
24/01203/DET,Lambeth,,Application Withdrawn,1,1839,False,True,0,
24/01216,Dover,,Withdrawn,2,69382,False,True,4,visual_amenity; noise; design_scale_siting; permitted_development
24/01327/FULL,Fife,,Application Withdrawn,2,362906,False,True,5,visual_amenity; noise; design_scale_siting; trees_landscaping; flat_apartment
24/01328/LBC,Fife,,Application Withdrawn,2,362906,False,True,5,visual_amenity; noise; design_scale_siting; trees_landscaping; flat_apartment
24/01354/HOU,Portsmouth,,Application Withdrawn,1,30924,False,True,1,design_scale_siting
24/01409/FUL,Oxford,,Application Withdrawn,7,86554,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; flat_apartment
24/01461/FULLN,Test Valley,,WITHDRAWN,1,1789,False,True,0,
24/01483/HFUL,South Cambridgeshire,,Withdrawn,5,15653,False,True,2,design_scale_siting; flat_apartment
24/01570/FUL,Oxford,,Application Withdrawn,4,20846,False,True,2,design_scale_siting; trees_landscaping
24/01670/FUL,Edinburgh,,withdrawn,2,3396,False,True,0,
24/01688/FUL,Lambeth,,Application Withdrawn,1,1990,False,True,0,
24/01697/NMA,Argyll,,Application Withdrawn,1,7729,False,False,0,
24/01702/FUL,Wakefield,,Application Withdrawn,1,1700,False,True,3,noise; permitted_development; neighbour_amenity
24/01818/FUL,Oxford,,Application Withdrawn,2,6999,False,True,4,noise; permitted_development; policy_general; trees_landscaping
24/01844/NMA,Winchester,,Application Withdrawn,1,8369,False,True,2,noise; neighbour_amenity
24/01876/LI,Leeds,,Withdrawn,1,1046,False,True,1,heritage_listed
24/01899/CLPN,Test Valley,,WITHDRAWN,1,1818,False,True,0,
24/01900/FULLN,Test Valley,,WITHDRAWN,1,1779,False,True,1,noise
24/01902/LBCALT,Sevenoaks,,Application Withdrawn,1,1079,False,True,0,
24/01911/VAR,Oxford,,Application Withdrawn,4,79629,False,True,8,heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; flat_apartment
24/01933/FUL,Sheffield,,Withdrawn,2,1269,False,True,0,
24/01951/FULLN,Test Valley,,WITHDRAWN,1,1724,False,True,0,
24/02065/AMC,Edinburgh,,withdrawn,2,6080,True,False,0,
24/02097/HFUL,South Cambridgeshire,,Withdrawn,3,7919,False,True,2,design_scale_siting; flat_apartment
24/02103/FUL,Lambeth,,Application Withdrawn,1,2012,False,True,0,
24/02120/LBC,Hart,,Application Withdrawn,6,349883,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; flat_apartment
24/02191/FUL,Oxford,,Application Withdrawn,7,21231,False,True,3,noise; design_scale_siting; trees_landscaping
24/02214/HFUL,Cambridge,,Withdrawn,2,7696,False,False,2,design_scale_siting; flat_apartment
24/02219/HFUL,South Cambridgeshire,,Withdrawn,2,7184,False,True,2,design_scale_siting; flat_apartment
24/02304/HFUL,South Cambridgeshire,,Withdrawn,3,11677,False,True,2,design_scale_siting; flat_apartment
24/02492/HFUL,South Cambridgeshire,,Withdrawn,2,7249,False,True,2,design_scale_siting; flat_apartment
24/02519/CLP,West Oxfordshire,,Application Withdrawn,1,996,False,True,0,
24/02525/FUL,Sheffield,,Withdrawn,3,3361,False,True,0,
24/02570/FUL,Chester,,Withdrawn,1,4010,False,True,2,noise; permitted_development
24/02631/DETAIL,Sevenoaks,,Application Withdrawn,1,1095,False,True,1,design_scale_siting
24/02642/FULL,Tunbridge Wells,,Application Withdrawn,2,1814,False,True,0,
24/02734/FULLS,Test Valley,,WITHDRAWN,1,1623,False,True,0,
24/02891/FUL,Oxford,,Application Withdrawn,13,385653,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
24/02963/FUL,Oxford,,Application Withdrawn,3,42888,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; trees_landscaping; flood_drainage; highways; flat_apartment
24/02983/FU,Leeds,,Withdrawn,1,743,False,True,0,
24/0302/LBC,Powys,,Application Withdrawn,1,3486,False,False,1,design_scale_siting
24/03105/FUL,Oxford,,Application Withdrawn,6,37362,False,True,6,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping
24/03143/FUL,West Oxfordshire,,Application Withdrawn,2,5211,False,True,3,noise; design_scale_siting; neighbour_amenity
24/03268/APP,Aylesbury Vale,,Application Withdrawn,2,5681,False,True,1,design_scale_siting
24/03275/FUL,West Oxfordshire,,Application Withdrawn,1,1011,False,True,0,
24/03276/LBC,West Oxfordshire,,Application Withdrawn,2,9779,False,True,3,noise; design_scale_siting; biodiversity
24/03289/HFUL,Cambridge,,Withdrawn,2,7283,False,True,2,design_scale_siting; flat_apartment
24/03471/PLF,East Riding,,Withdrawn,1,3663,False,True,3,noise; policy_general; biodiversity
24/03483/HFUL,South Cambridgeshire,,Withdrawn,2,7668,False,True,2,design_scale_siting; flat_apartment
24/03551/LDCP,Lambeth,,Application Withdrawn,1,1589,False,True,1,noise
24/03569/HFUL,Cambridge,,Withdrawn,2,7254,False,True,2,design_scale_siting; flat_apartment
24/03570/LBC,Cambridge,,Withdrawn,2,6014,False,True,3,heritage_listed; design_scale_siting; flat_apartment
24/03858/HFUL,South Cambridgeshire,,Withdrawn,3,8035,False,True,2,design_scale_siting; flat_apartment
24/03867/HFUL,South Cambridgeshire,,Withdrawn,2,7248,False,True,2,design_scale_siting; flat_apartment
24/03888/HFUL,South Cambridgeshire,,Withdrawn,2,7298,False,True,2,design_scale_siting; flat_apartment
24/03916/NMA1,South Cambridgeshire,,Withdrawn,2,7270,False,True,1,design_scale_siting
24/04002/LBC,South Cambridgeshire,,Withdrawn,3,12439,False,True,5,visual_amenity; heritage_listed; design_scale_siting; policy_general; flat_apartment
24/04004/HFUL,Cambridge,,Withdrawn,3,9969,False,True,2,design_scale_siting; flat_apartment
24/04025/HFUL,Cambridge,,Withdrawn,3,17529,False,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; flat_apartment
24/04443/HFUL,Cambridge,,Withdrawn,2,7132,False,True,2,design_scale_siting; flat_apartment
24/04548/CLP,Edinburgh,,withdrawn,4,7691,False,True,3,visual_amenity; design_scale_siting; permitted_development
24/04608/FU,Leeds,,Withdrawn,1,1021,False,True,0,
24/04609/LI,Leeds,,Withdrawn,1,1082,False,True,1,heritage_listed
24/05279/FUL,Edinburgh,,withdrawn,2,3791,False,True,1,heritage_listed
24/05872/FU,Leeds,,Withdrawn,1,727,False,True,0,
24/05979/FUL,Edinburgh,,withdrawn,2,3456,False,True,0,
24/07052/FU,Leeds,,Withdrawn,1,828,False,True,1,noise
24/0826/S73,Barnet,,Withdrawn,2,52189,False,True,2,noise; design_scale_siting
24/10616,New Forest (District),,Withdrawn by Applicant,3,7469,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
24/1184/F,Greenwich,,Withdrawn,1,2620,False,True,0,
24/1316/SD,Greenwich,,Withdrawn,1,2838,False,True,0,
24/1561/HH,Powys,,Application Withdrawn,1,3423,False,False,1,visual_amenity
24/1949/FUL,Three Rivers,,withdrawn,4,6744,False,True,0,
24/1955/HSE,Barnet,,Withdrawn,1,1155,False,True,0,
24/333/PP,Orkney,,Withdrawn,2,5717,False,True,3,noise; design_scale_siting; neighbour_amenity
24/4244/NM,Greenwich,,Withdrawn,1,3060,False,True,2,heritage_listed; heritage_conservation_area
24/433/PP,Orkney,,Withdrawn,10,37776,False,True,7,noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
24/436/PP,Orkney,,Withdrawn,4,7804,False,True,4,noise; neighbour_amenity; flood_drainage; biodiversity
24/4484/HSE,Barnet,,Withdrawn,1,1644,False,True,0,
24/4485/LBC,Barnet,,Withdrawn,1,1678,False,True,2,heritage_listed; heritage_conservation_area
24/501930/FULL,Mid Kent,,Application Withdrawn,1,1124,False,True,0,
24/502656/NMAMD,Mid Kent,,Application Withdrawn,2,5524,False,True,0,
24/503057/LBC,Mid Kent,,Application Withdrawn,6,135451,False,True,9,visual_amenity; noise; heritage_listed; design_scale_siting; policy_general; trees_landscaping; flood_drainage; biodiversity; flat_apartment
24/AP/2043,Southwark,,Application Withdrawn,2,4195,False,True,1,policy_general
24/AP/3019,Southwark,,Application Withdrawn,1,4103,False,True,1,policy_general
24/P/01298,Guildford,,Withdrawn,3,3001,False,True,3,noise; design_scale_siting; permitted_development
24/P/0551/HH,Torfaen,,Application Withdrawn,4,26766,True,False,3,design_scale_siting; neighbour_amenity; flat_apartment
24/P/0552/HH,Torfaen,,Application Withdrawn,4,26739,True,False,2,design_scale_siting; neighbour_amenity
24/P/0738/HH,Torfaen,,Application Withdrawn,3,55691,False,True,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage
24/P/0753/HH,Torfaen,,Application Withdrawn,3,4478,False,True,2,noise; permitted_development
240904,Colchester,,Withdrawn,1,7908,False,True,4,heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
242494,Wokingham,,Application Withdrawn,5,23528,False,True,7,noise; heritage_listed; design_scale_siting; permitted_development; policy_general; highways; biodiversity
25/00038/FULLN,Test Valley,,WITHDRAWN,1,1776,False,True,0,
25/00042/FUL,Wakefield,,Application Withdrawn,1,3890,False,True,3,noise; permitted_development; neighbour_amenity
25/00064/FULLN,Test Valley,,WITHDRAWN,1,1629,False,True,0,
25/00065/LBWN,Test Valley,,WITHDRAWN,1,1627,False,True,0,
25/00234/HFUL,Cambridge,,Withdrawn,3,7684,False,True,2,design_scale_siting; flat_apartment
25/00239/FULLN,Test Valley,,WITHDRAWN,1,1674,False,True,0,
25/00375/HFUL,South Cambridgeshire,,Withdrawn,3,8489,False,True,2,design_scale_siting; flat_apartment
25/00433/FULLS,Test Valley,,WITHDRAWN,1,1791,False,True,0,
25/00446/FUL,Oxford,,Application Withdrawn,5,20446,False,True,8,noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; trees_landscaping; flood_drainage
25/00498/FUL,Lancaster,,Application Withdrawn,1,2861,False,True,0,
25/00630/VARS,Test Valley,,WITHDRAWN,1,2052,False,True,0,
25/00664/HHD,West Oxfordshire,,Application Withdrawn,1,883,False,True,0,
25/00827/FUL,Scottish Borders,,Withdrawn,5,24195,False,True,4,visual_amenity; noise; design_scale_siting; biodiversity
25/01060/NMC,Lambeth,,Application Withdrawn,1,2074,False,True,0,
25/01264/FUL,South Cambridgeshire,,Withdrawn,2,7455,False,True,2,design_scale_siting; flat_apartment
25/01275/VAR,Oxford,,Application Withdrawn,3,73487,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping
25/01319/FUL,South Cambridgeshire,,Withdrawn,3,9592,False,True,2,design_scale_siting; flat_apartment
25/01337/FUL,Oxford,,Application Withdrawn,10,580169,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
25/01392/VAR,Oxford,,Application Withdrawn,3,65328,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
25/01745/NMA1,Cambridge,,Withdrawn,4,10577,False,True,2,design_scale_siting; flat_apartment
25/01841/LBC,Croydon,,Withdrawn application,1,1953,False,True,0,
25/01912/LDP,Tonbridge,,Application Withdrawn,3,3105,False,True,1,design_scale_siting
25/02159/CLP,Reigate,,Withdrawn by Applicant,1,1171,False,True,0,
25/02189/FUL,Oxford,,Application Withdrawn,5,344943,False,True,11,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; biodiversity; flat_apartment
25/02249/HFUL,Cambridge,,Withdrawn,3,12080,False,True,4,noise; design_scale_siting; permitted_development; flat_apartment
25/02608/FULLN,Test Valley,,WITHDRAWN,1,1649,False,True,0,
25/02677/FULL,Westminster,,Application Withdrawn,1,14229,False,True,0,
25/02749/HFUL,South Cambridgeshire,,Withdrawn,3,12563,False,True,3,design_scale_siting; policy_general; flat_apartment
25/03094/HFUL,Cambridge,,Withdrawn,3,14744,False,True,4,design_scale_siting; neighbour_amenity; policy_general; flat_apartment
25/03129/HFUL,South Cambridgeshire,,Withdrawn,4,28528,False,True,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
25/03130/LBC,South Cambridgeshire,,Withdrawn,4,27436,False,True,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
25/03815/S73,South Cambridgeshire,,Withdrawn,2,9780,False,True,2,design_scale_siting; flat_apartment
25/04814/FUL,South Cambridgeshire,,Withdrawn,2,7960,False,True,2,design_scale_siting; flat_apartment
25/05025/FUL,Edinburgh,,withdrawn,2,3660,False,True,1,flat_apartment
25/05821/FU,Leeds,,Withdrawn,1,898,False,True,1,flat_apartment
25/05861/FULL,Westminster,,Application Withdrawn,1,14296,False,True,1,flat_apartment
25/10937,New Forest (District),,Withdrawn by Applicant,2,5675,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
25/1746,Brent,,Withdrawn by Applicant,1,1805,False,True,2,design_scale_siting; policy_general
25/1961/FUL,Three Rivers,,withdrawn,5,7449,False,True,1,biodiversity
25/23709/FUL,Brecon Beacons,,Withdraw,27,116533,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; biodiversity; flat_apartment
25/2397,Brent,,Withdrawn by Applicant,1,2215,False,True,2,design_scale_siting; policy_general
25/2599/HSE,Barnet,,Withdrawn,1,1161,False,True,0,
25/3418,Brent,,Withdrawn by Applicant,1,1384,False,True,1,policy_general
25/4289/S73,Barnet,,Withdrawn,1,1323,False,True,1,design_scale_siting
25/4493/FUL,Barnet,,Withdrawn,1,1438,False,True,1,flat_apartment
25/4896/HSE,Barnet,,Withdrawn,1,1224,False,True,1,design_scale_siting
25/501830/FULL,Mid Kent,,Application Withdrawn,1,1143,False,True,0,
25/504324/FULL,Mid Kent,,Application Withdrawn,1,1136,False,True,0,
25/AP/0579,Southwark,,Application Withdrawn,2,4499,False,True,1,policy_general
25/AP/0968,Southwark,,Application Withdrawn,2,4672,False,True,2,neighbour_amenity; policy_general
25/AP/2444,Southwark,,Application Withdrawn,2,4167,False,True,1,policy_general
25/P/0084/LBC,Torfaen,,Application Withdrawn,5,30934,False,True,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; flood_drainage; biodiversity; flat_apartment
251395,Wokingham,,Application Withdrawn,2,85523,False,True,8,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; biodiversity; flat_apartment
3/22/2151/LBC,East Hertfordshire,,Application Withdrawn by Applicant/Agent,2,22619,False,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; flat_apartment
3/23/0798/HH,East Hertfordshire,,Application Withdrawn by Applicant/Agent,1,908,False,True,2,noise; neighbour_amenity
3/23/1371/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,23,81963,False,True,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; greenbelt; biodiversity
3/23/1412/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,23,64411,True,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; highways
3/23/1554/LBC,East Hertfordshire,,Application Withdrawn by Applicant/Agent,2,11502,False,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity
3/23/2309/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,16,57847,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; highways; biodiversity; flat_apartment
3/23/2455/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,8,30244,False,True,5,noise; design_scale_siting; neighbour_amenity; policy_general; greenbelt
3/24/0102/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,11,45906,False,True,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity; flat_apartment
3/24/0621/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,12,56360,False,True,10,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; biodiversity
3/24/0666/HH,East Hertfordshire,,Application Withdrawn by Applicant/Agent,3,6291,False,True,4,heritage_listed; design_scale_siting; highways; biodiversity
3/24/0667/LBC,East Hertfordshire,,Application Withdrawn by Applicant/Agent,2,13630,False,True,4,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting
3/24/1412/VAR,East Hertfordshire,,Application Withdrawn by Applicant/Agent,3,5955,False,True,1,noise
3/24/1816/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,5,32750,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
3/24/1982/VAR,East Hertfordshire,,Application Withdrawn by Applicant/Agent,3,7753,False,True,6,design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity; flat_apartment
3/24/2114/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,12,47276,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
3/24/2209/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,11,36032,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity; flat_apartment
3/24/2210/LBC,East Hertfordshire,,Application Withdrawn by Applicant/Agent,4,18085,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; biodiversity; flat_apartment
3/24/2232/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,7,27686,True,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity
3/24/2292/HH,East Hertfordshire,,Application Withdrawn by Applicant/Agent,4,5066,False,True,1,highways
3/25/0083/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,6,14492,False,True,4,noise; policy_general; highways; flat_apartment
3/25/0739/VAR,East Hertfordshire,,Application Withdrawn by Applicant/Agent,1,2082,False,True,2,noise; design_scale_siting
3/25/0854/FUL,East Hertfordshire,,Application Withdrawn by Applicant/Agent,4,19314,False,True,9,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
3/25/1306/VAR,East Hertfordshire,,Application Withdrawn by Applicant/Agent,13,29435,True,False,0,
3/25/1660/LBC,East Hertfordshire,,Application Withdrawn by Applicant/Agent,8,34572,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity
53151/001,East Hampshire,,WITHDRAWN,1,919,False,True,0,
60032,East Hampshire,,WITHDRAWN,2,2259,False,True,0,
60032/001,East Hampshire,,WITHDRAWN,2,2324,False,True,1,heritage_listed
65366,Bury,,Withdrawn by Applicant,6,6600,False,True,1,design_scale_siting
7-2021-1332-AF,BCP,,Withdrawn,1,5939,False,True,2,noise; design_scale_siting
70309,Bury,,Withdrawn by Applicant,2,1926,False,True,0,
70716,Bury,,Withdrawn by Applicant,1,423,False,True,2,noise; neighbour_amenity
70872,Bury,,Withdrawn by Applicant,3,2042,False,True,2,noise; permitted_development
72360,Bury,,Withdrawn by Applicant,1,1510,False,True,1,flat_apartment
APP/2015/3543,Aberdeenshire,,Withdrawn,2,1369,False,True,0,
APP/2015/3704,Aberdeenshire,,Withdrawn,3,87554,False,True,7,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; biodiversity; flat_apartment
APP/2016/1510,Aberdeenshire,,Withdrawn,3,4173,False,True,3,visual_amenity; design_scale_siting; flood_drainage
APP/2017/1946,Aberdeenshire,,Withdrawn,1,1039,False,True,1,design_scale_siting
APP/2017/2683,Aberdeenshire,,Withdrawn,1,5005,False,False,0,
APP/2017/3045,Aberdeenshire,,Withdrawn,3,79715,False,True,7,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; flat_apartment
APP/2018/1044,Aberdeenshire,,Withdrawn,3,54176,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
APP/2018/2353,Aberdeenshire,,Withdrawn,3,17773,False,True,5,noise; design_scale_siting; flood_drainage; biodiversity; flat_apartment
APP/2021/0152,Aberdeenshire,,Withdrawn,5,245371,False,True,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; flood_drainage; biodiversity; flat_apartment
APP/2022/1862,Aberdeenshire,,Withdrawn,7,90821,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; greenbelt; highways; biodiversity; flat_apartment
APP/2023/0220,Aberdeenshire,,Withdrawn,4,190017,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; trees_landscaping; flood_drainage; biodiversity
APP/2023/1349,Aberdeenshire,,Withdrawn,3,25195,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage
APP/2023/1515,Aberdeenshire,,Withdrawn,13,208558,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; biodiversity; flat_apartment
APP/2023/1527,Aberdeenshire,,Withdrawn,14,150597,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; biodiversity; flat_apartment
APP/2023/1943,Aberdeenshire,,Withdrawn,8,132382,False,True,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; flood_drainage; flat_apartment
APP/2023/1964,Aberdeenshire,,Withdrawn,6,117598,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; flood_drainage; flat_apartment
APP/2023/2180,Aberdeenshire,,Withdrawn,2,17260,False,True,2,noise; design_scale_siting
APP/2023/2377,Aberdeenshire,,Withdrawn,2,16732,False,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; flood_drainage
APP/2024/0781,Aberdeenshire,,Withdrawn,9,231468,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; biodiversity; flat_apartment
APP/2024/0910,Aberdeenshire,,Withdrawn,9,477011,False,True,10,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; biodiversity; flat_apartment
APP/2025/0995,Aberdeenshire,,Withdrawn,5,298917,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; flat_apartment
APP/2025/1244,Aberdeenshire,,Withdrawn,3,674928,False,True,4,visual_amenity; noise; design_scale_siting; neighbour_amenity
APP/2025/1245,Aberdeenshire,,Withdrawn,3,674681,False,True,4,visual_amenity; noise; design_scale_siting; neighbour_amenity
APP/21/01581/F,BCP,,Withdrawn,2,5640,False,True,3,design_scale_siting; neighbour_amenity; flat_apartment
APP/24/00191/F,BCP,,Withdrawn,6,172041,True,False,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; flat_apartment
APP/24/00403/F,BCP,,Withdrawn,2,7457,False,True,2,noise; permitted_development
CB/17/03440/FULL,Central Bedfordshire,,Application Withdrawn,1,970,False,True,1,policy_general
CB/18/00027/FULL,Central Bedfordshire,,Application Withdrawn,1,6158,False,True,2,permitted_development; policy_general
CB/20/00939/NMA,Central Bedfordshire,,Application Withdrawn,1,2127,False,True,2,policy_general; flat_apartment
CB/22/02873/NMA,Central Bedfordshire,,Application Withdrawn,1,1687,False,True,1,policy_general
CB/23/00190/LB,Central Bedfordshire,,Application Withdrawn,1,1043,False,True,2,heritage_listed; policy_general
CB/23/01039/FULL,Central Bedfordshire,,Application Withdrawn,1,1074,False,True,1,policy_general
CB/23/03847/FULL,Central Bedfordshire,,Application Withdrawn,1,907,False,True,1,policy_general
CB/24/01234/FULL,Central Bedfordshire,,Application Withdrawn,1,838,False,True,1,policy_general
CB/24/01415/FULL,Central Bedfordshire,,Application Withdrawn,1,836,False,True,1,policy_general
CB/24/01867/FULL,Central Bedfordshire,,Application Withdrawn,1,848,False,True,1,policy_general
CB/24/01967/FULL,Central Bedfordshire,,Application Withdrawn,1,865,False,True,1,policy_general
CB/24/02191/FULL,Central Bedfordshire,,Application Withdrawn,1,1346,False,True,1,policy_general
CB/24/02226/FULL,Central Bedfordshire,,Application Withdrawn,1,848,False,True,2,design_scale_siting; policy_general
